"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.26542383807269e-30,42,202,11.3542616791512,"Path:hsa05205 Proteoglycans in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05205 "," MAPK14  CTSL  EGFR  ERBB2  AKT1  AKT2  ESR1  FGFR1  MTOR  PDCD4  GRB2  IGF1R  ITGB1  ITGB3  KDR  MDM2  MET  MMP2  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  PTPN6  RAF1  CCND1  ROCK1  RPS6KB1  SHH  SLC9A1  SRC  BRAF  STAT3  VEGFA  CASP3  WNT3A  ROCK2"
3.20323069323957e-30,41,194,11.5409910685727,"Path:hsa05167 Kaposi sarcoma-associated herpesvirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05167 "," CDK4  CHUK  CCR1  CCR5  MAPK14  EP300  AKT1  AKT2  MTOR  GSK3B  IKBKB  IL6  JAK1  JAK2  LYN  PIK3CA  PIK3CB  PIK3CD  PIK3CG  PIK3R1  PLCG1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  PTGS2  BAX  RAF1  CCND1  RELA  SRC  STAT3  SYK  TYK2  VEGFA  CASP3  CASP9  IKBKG"
6.29692187558477e-30,28,67,22.8215010864532,"Path:hsa05221 Acute myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?hsa05221 "," CHUK  CSF1R  AKT1  AKT2  FLT3  MTOR  GRB2  IKBKB  KIT  PIK3CA  PIK3CB  PIM1  PIK3CD  PIK3R1  PPARD  MAPK1  MAPK3  MAP2K1  MAP2K2  RAF1  RARA  CCND1  RELA  RPS6KB1  BRAF  STAT3  IKBKG  CCNA2"
6.70511816994377e-29,36,148,13.2831709991615,"Path:hsa04072 Phospholipase D signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04072 "," ADCY1  DNM1  AGTR1  EGFR  AKT1  AKT2  F2  F2R  PTK2B  MTOR  GRB2  GRM5  CXCR1  CXCR2  INSR  KIT  PDGFRA  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3CG  PIK3R1  PLCG1  AVPR1A  AVPR2  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  SPHK2  PTGFR  RAF1  SYK  SPHK1"
6.70511816994377e-29,28,72,21.2366746221161,"Path:hsa05223 Non-small cell lung cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05223 "," CDK4  EGFR  ERBB2  AKT1  AKT2  ALK  GRB2  JAK3  MET  POLK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  BAX  RAF1  RARB  CCND1  RET  BRAF  STAT3  CASP9"
8.21142672388698e-29,30,89,18.4073905231825,"Path:hsa05235 PD-L1 expression and PD-1 checkpoint pathway in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05235 "," CHUK  MAPK14  CSNK2A1  CSNK2A2  EGFR  AKT1  AKT2  ALK  MTOR  IKBKB  JAK1  JAK2  LCK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  TLR9  PRKCQ  MAPK1  MAPK3  MAP2K1  MAP2K2  PTPN6  RAF1  RELA  RPS6KB1  STAT3  IKBKG"
1.00546177306267e-28,32,108,16.1803235216123,"Path:hsa04931 Insulin resistance","http://www.genome.jp/kegg-bin/show_pathway?hsa04931 "," NR1H3  AKT1  AKT2  FOXO1  MTOR  GSK3B  GYS1  ACACB  IKBKB  IL6  INSR  IRS1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PPARA  PRKCD  PRKCE  PRKCQ  MAPK8  MAPK9  MAPK10  PTPN1  PTPRF  RELA  RPS6KA3  RPS6KB1  SLC2A2  STAT3  NR1H2  CD36"
2.15359056580455e-28,34,131,14.1732223214123,"Path:hsa04068 FoxO signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04068 "," CDK2  CHUK  MAPK14  EGFR  EP300  AKT1  AKT2  FOXO1  GRB2  IGF1R  IKBKB  IL6  INSR  IRS1  MDM2  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLK1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  RAF1  CCND1  SGK1  BRAF  STAT3  CCNB1  CCNB2"
4.68391751492224e-28,42,235,9.75983344335551,"Path:hsa04014 Ras signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04014 "," CHUK  CSF1R  EGFR  AKT1  AKT2  FGFR1  FGFR3  FGFR2  FLT1  FLT3  FLT4  ABL1  GRB2  IGF1R  IKBKB  INSR  KDR  KIT  MET  NTRK1  PDGFRA  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLA2G1B  PLA2G2A  PLA2G5  PLCG1  PRKCA  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  RAF1  RELA  VEGFA  IKBKG"
4.68391751492224e-28,41,221,10.1310057344032,"Path:hsa04024 cAMP signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04024 "," ADCY1  PDE10A  CHRM1  CHRM2  ADORA1  ADORA2A  DRD1  DRD2  EP300  AKT1  AKT2  F2R  GHSR  GLI1  HTR1A  HCAR2  ATP1A1  OXTR  PDE4B  PDE4D  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PPARA  ADCY10  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  PTGER2  PTGER3  RAF1  RELA  ROCK1  SLC9A1  BRAF  ROCK2"
6.59540168491152e-28,27,70,21.063314012956,"Path:hsa05230 Central carbon metabolism in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05230 "," EGFR  ERBB2  AKT1  AKT2  FGFR1  FGFR3  FGFR2  FLT3  MTOR  G6PD  KIT  MET  NTRK1  PDGFRA  PDGFRB  PDK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAP2K1  MAP2K2  RAF1  RET  SLC2A2"
1.55839721711886e-27,34,139,13.3574972957195,"Path:hsa05162 Measles","http://www.genome.jp/kegg-bin/show_pathway?hsa05162 "," CDK2  CDK4  CHUK  CSNK2A1  CSNK2A2  AKT1  AKT2  GSK3B  IKBKB  IL1B  IL2  IL6  JAK1  JAK3  PIK3CA  PIK3CB  PIK3CD  PIK3R1  TLR9  MAPK8  MAPK9  MAPK10  BAX  CCND1  BCL2  RELA  STAT3  MAP3K7  TYK2  CASP3  CASP9  IKBKG  CCNE1  EIF2AK3"
6.06926059292289e-27,30,102,16.0613505545416,"Path:hsa04914 Progesterone-mediated oocyte maturation","http://www.genome.jp/kegg-bin/show_pathway?hsa04914 "," CDK2  ADCY1  MAPK14  AKT1  AKT2  HSP90AA1  HSP90AB1  IGF1R  PGR  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLK1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  RAF1  RPS6KA3  BRAF  AURKA  CCNA2  CCNB1  CCNB2  CDK1  CDC25A  CDC25B"
9.02192153115578e-27,39,210,10.1415956358677,"Path:hsa04015 Rap1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04015 "," ADCY1  CNR1  ADORA2A  MAPK14  CSF1R  DRD2  EGFR  AKT1  AKT2  F2R  FGFR1  FGFR3  FGFR2  FLT1  FLT4  IGF1R  INSR  ITGA2B  ITGB1  ITGB3  KDR  KIT  MET  PDGFRA  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  RAF1  SRC  BRAF  VEGFA"
1.53162245741522e-26,33,137,13.1538943957633,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," CHUK  MAPK14  AKT1  AKT2  PTK2B  GSK3B  IKBKB  IL1B  IL2  IL6  ITGA4  ITGB1  LCK  LIMK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  RELA  ROCK1  RPS6KA3  SRC  MAP3K7  IKBKG  ROCK2"
1.68962797755893e-26,38,200,10.3756324582339,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," EGFR  ERBB2  AKT1  AKT2  FLT1  FLT4  GRB2  GSK3B  IGF1R  ILK  ITGA2B  ITGA4  ITGB1  ITGB3  KDR  MET  MYLK  PDGFRA  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PRKCA  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  RAF1  CCND1  BCL2  ROCK1  SRC  BRAF  VEGFA  ROCK2"
1.6897845455309e-26,39,214,9.95203310061785,"Path:hsa05417 Lipid and atherosclerosis","http://www.genome.jp/kegg-bin/show_pathway?hsa05417 "," CHUK  MAPK14  AKT1  AKT2  ERN1  GSK3B  HSP90AA1  HSP90AB1  IKBKB  IL1B  IL6  JAK2  LYN  MMP3  NFE2L2  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PPARG  PRKCA  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  BAX  BCL2  RELA  SRC  STAT3  MAP3K7  CASP3  CASP9  IKBKG  EIF2AK3  ROCK2  CD36"
1.73460614930621e-26,26,70,20.2831912717354,"Path:hsa04917 Prolactin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04917 "," MAPK14  CYP17A1  AKT1  AKT2  ESR1  ESR2  GRB2  GSK3B  JAK2  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  RAF1  CCND1  RELA  SLC2A2  SRC  STAT3"
2.15206236826981e-26,38,202,10.272903423994,"Path:hsa05169 Epstein-Barr virus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05169 "," CDK2  CDK4  CHUK  MAPK14  AKT1  AKT2  FCER2  HDAC1  HDAC2  IKBKB  IL6  JAK1  JAK3  LYN  MDM2  POLK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK8  MAPK9  MAPK10  BAX  CCND1  BCL2  RELA  STAT3  SYK  MAP3K7  BTK  TYK2  CASP3  CASP9  IKBKG  CCNA2  CCNE1  NCOR2"
2.15206236826981e-26,38,202,10.272903423994,"Path:hsa05203 Viral carcinogenesis","http://www.genome.jp/kegg-bin/show_pathway?hsa05203 "," HDAC5  CDK2  CDK4  CHEK1  CCR5  EP300  GRB2  HDAC1  HDAC2  JAK1  JAK3  LYN  MDM2  HDAC7  PIK3CA  PIK3CB  PIK3CD  PIK3R1  POLB  HDAC8  MAPK1  MAPK3  BAX  CCND1  RELA  SRC  STAT3  SYK  HDAC11  CASP3  HDAC10  IKBKG  HDAC3  CCNA2  CCNE1  HDAC9  HDAC4  CDK1"
3.02300669316451e-26,44,294,8.17271443183479,"Path:hsa04010 MAPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04010 "," CHUK  MAPK14  CSF1R  EGFR  ERBB2  AKT1  AKT2  FGFR1  FGFR3  FGFR2  FLT1  FLT3  FLT4  GRB2  NR4A1  IGF1R  IKBKB  IL1B  INSR  KDR  KIT  MET  NTRK1  PDGFRA  PDGFRB  PRKCA  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  RAF1  RELA  RPS6KA3  BRAF  MAP3K7  VEGFA  MAP3K12  CASP3  IKBKG  MAP4K4  CDC25B"
3.99097808596215e-26,30,109,15.0298876748922,"Path:hsa04066 HIF-1 signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04066 "," EGFR  EP300  ERBB2  AKT1  AKT2  FLT1  MTOR  HMOX1  IGF1R  IL6  INSR  NOS2  SERPINE1  PDK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  BCL2  RELA  RPS6KB1  STAT3  VEGFA  VHL"
4.77519911091661e-26,46,331,7.58910944631514,"Path:hsa05165 Human papillomavirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05165 "," CDK2  CDK4  CHUK  CSNK1A1  EGFR  EP300  AKT1  AKT2  FOXO1  MTOR  GRB2  GSK3B  HDAC1  HDAC2  IKBKB  ITGA2B  ITGA4  ITGB1  ITGB3  JAK1  MDM2  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAP2K1  MAP2K2  PSEN1  PTGER4  PTGS2  BAX  RAF1  CCND1  RELA  RPS6KB1  TERT  TYK2  VEGFA  CASP3  IKBKG  CCNA2  WNT3A  CCNE1"
9.99459465419509e-26,37,197,10.2564360393976,"Path:hsa05207 Chemical carcinogenesis-receptor activation","http://www.genome.jp/kegg-bin/show_pathway?hsa05207 "," ADCY1  EGFR  EPHX2  AKT1  AKT2  ESR1  ESR2  MTOR  GRB2  GSTM1  HSP90AA1  HSP90AB1  AR  JAK2  PGR  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PPARA  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  RAF1  CCND1  BCL2  RELA  RPS6KA3  RPS6KB1  SRC  STAT3  UGT2B7  VDR  VEGFA  CDC25A"
4.01163040110483e-25,48,384,6.82607398568019,"Path:hsa05010 Alzheimer disease","http://www.genome.jp/kegg-bin/show_pathway?hsa05010 "," ADAM10  CDK5  CHRM1  CHUK  CSNK1A1  CSNK2A1  CSNK2A2  AKT1  AKT2  ERN1  BACE1  MTOR  GRM5  GSK3B  APP  IKBKB  IL1B  IL6  INSR  IRS1  MME  NOS2  NOX4  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  PSEN1  PSEN2  PTGS2  RAF1  RELA  BRAF  ADAM17  TUBB1  CASP3  CASP9  IKBKG  CDK5R1  WNT3A  EIF2AK3"
6.28448748215163e-25,30,119,13.7668719038928,"Path:hsa04722 Neurotrophin signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04722 "," MAPK14  AKT1  AKT2  ABL1  GRB2  GSK3B  IKBKB  IRS1  NTRK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCD  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  PSEN1  PSEN2  BAX  RAF1  BCL2  RELA  RPS6KA3  BRAF"
1.04856055085829e-24,30,121,13.5393203021756,"Path:hsa04919 Thyroid hormone signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04919 "," EP300  AKT1  AKT2  ESR1  FOXO1  MTOR  GSK3B  HDAC1  HDAC2  ITGB3  MDM2  ATP1A1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  RAF1  CCND1  SLC9A1  SRC  THRA  THRB  CASP9  HDAC3"
2.51609527011714e-24,31,136,12.4475466797698,"Path:hsa04210 Apoptosis","http://www.genome.jp/kegg-bin/show_pathway?hsa04210 "," PARP2  CHUK  PARP1  CTSD  CTSK  CTSL  CTSS  AKT1  AKT2  ERN1  IKBKB  MCL1  NTRK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  BAX  RAF1  BCL2  RELA  CASP3  CASP9  IKBKG"
2.5706457165487e-24,28,103,14.8450541047802,"Path:hsa04660 T cell receptor signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04660 "," CDK4  CHUK  MAPK14  AKT1  AKT2  GRB2  GSK3B  IKBKB  IL2  LCK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCQ  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  PTPN6  RAF1  RELA  MAP3K7  IKBKG"
2.99644594679352e-24,25,75,18.2028639618138,"Path:hsa05214 Glioma","http://www.genome.jp/kegg-bin/show_pathway?hsa05214 "," CDK4  EGFR  AKT1  AKT2  MTOR  GRB2  IGF1R  MDM2  POLK  PDGFRA  PDGFRB  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAP2K1  MAP2K2  BAX  RAF1  CCND1  BRAF"
4.28411488744123e-24,25,76,17.9633525938952,"Path:hsa05220 Chronic myeloid leukemia","http://www.genome.jp/kegg-bin/show_pathway?hsa05220 "," CDK4  CHUK  AKT1  AKT2  ABL1  GRB2  HDAC1  HDAC2  IKBKB  MDM2  POLK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAP2K1  MAP2K2  BAX  RAF1  CCND1  RELA  BRAF  IKBKG"
4.71982997251671e-24,35,191,10.0068100313636,"Path:hsa04062 Chemokine signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04062 "," ADCY1  CHUK  CCR1  CCR5  AKT1  AKT2  PTK2B  FGR  GRB2  GSK3A  GSK3B  IKBKB  CXCR1  CXCR2  JAK2  JAK3  LYN  PIK3CA  PIK3CB  PIK3CD  PIK3CG  PIK3R1  PLCG1  PRKCD  MAPK1  MAPK3  MAP2K1  RAF1  RELA  ROCK1  SRC  BRAF  STAT3  IKBKG  ROCK2"
5.58569871165875e-24,26,86,16.5095742909474,"Path:hsa05210 Colorectal cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05210 "," EGFR  AKT1  AKT2  MTOR  GRB2  GSK3B  POLK  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  BAX  RAF1  CCND1  BCL2  RPS6KB1  BRAF  CASP3  CASP9"
6.54615770764546e-24,37,222,9.10143198090692,"Path:hsa05166 Human T-cell leukemia virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05166 "," CDK2  CDK4  ADCY1  CHEK1  CHEK2  CHUK  EP300  AKT1  AKT2  IKBKB  IL2  IL6  JAK1  JAK3  LCK  MMP7  PIK3CA  PIK3CB  PIK3CD  PIK3R1  POLB  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  BAX  CCND1  RELA  TERT  TSPO  IKBKG  CCNA2  CCNE1  CCNB2"
9.50349441455968e-24,28,108,14.1577830814108,"Path:hsa04659 Th17 cell differentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04659 "," CHUK  MAPK14  MTOR  HSP90AA1  HSP90AB1  IKBKB  IL1B  IL2  IL6  JAK1  JAK2  JAK3  LCK  PLCG1  PRKCQ  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  RARA  RELA  RORA  RORC  STAT3  STAT6  TYK2  IKBKG"
9.77657828763324e-24,38,240,8.64636038186157,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 "," ADCY1  CHRM1  CHRM2  ADORA2A  DRD1  AGTR1  EGFR  ERBB2  F2R  PTK2B  FGFR1  FGFR3  FGFR2  FLT1  FLT4  GRM5  KDR  MET  MYLK  NOS2  NTRK1  OXTR  P2RX3  P2RX7  PDGFRA  PDGFRB  PLCG1  AVPR1A  PRKCA  SPHK2  PTGER1  PTGER3  PTGFR  RET  TACR1  VEGFA  CCKAR  SPHK1"
9.77657828763324e-24,36,210,9.36147289464712,"Path:hsa05170 Human immunodeficiency virus 1 infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05170 "," CHEK1  CHUK  CCR5  MAPK14  AKT1  AKT2  PTK2B  MTOR  IKBKB  LIMK1  PIK3CA  PIK3CB  PIK3CD  PIK3R1  PLCG1  PRKCA  MAPK1  MAPK3  MAPK8  MAPK9  MAPK10  MAP2K1  MAP2K2  BAX  RAF1  BCL2  RELA  RPS6KB1  MAP3K7  WEE1  CASP3  CASP9  IKBKG  CCNB1  CCNB2  CDK1"
2.49565744082764e-23,31,147,11.5160976084945,"Path:hsa05224 Breast cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05224 "," CDK4  CSNK1A1  EGFR  ERBB2  AKT1  AKT2  ESR1  ESR2  FGFR1  FLT4  MTOR  GRB2  GSK3B  IGF1R  KIT  POLK  PGR  PIK3CA  PIK3CB  PIK3CD  PIK3R1  MAPK1  MAPK3  MAP2K1  MAP2K2  BAX  RAF1  CCND1  RPS6KB1  BRAF  WNT3A"
