"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.66923557372733e-16,45,513,4.79022735837206,"GO:0043025 neuronal cell body "," http://amigo.geneontology.org/amigo/term/GO:0043025"," PSEN1  HSP90AA1  SLC6A2  PSEN2  LRRK2  MME  SLC2A3  AURKA  P2RX7  HDAC6  HSP90AB1  ABL1  P2RX3  ITGA4  EPHA4  HDAC1  MPL  PTK2B  ADORA2A  EPHB2  IGF1R  APP  PTPRF  ADCY10  SRD5A1  GLRA1  CYP17A1  DRD2  GABRA2  ADORA1  CASP3  CDK5  RET  CDK5R1  CHRM2  GABRA5  BACE1  CNR2  TRPV1  SRC  NTRK1  TOP1  SRD5A2  INSR  GSK3A"
1.67650709015079e-16,103,2293,2.45298079555189,"GO:0030054 cell junction "," http://amigo.geneontology.org/amigo/term/GO:0030054"," GSK3B  ITGB3  LAP3  SLC9A1  FLT1  PDGFRB  ITGA4  ADAM10  EGFR  ITGB1  MMP14  JAK1  ILK  YES1  MME  DPP4  GABRA1  PSEN1  SLC6A2  DNM1  EPHA4  PTK2B  PSEN2  GLRA1  DRD2  GABRA2  ADORA1  GABRB3  CHRM1  GRM5  GRIK1  CHRM2  GABRA5  MAP4K4  ACHE  JAK2  SLC1A2  VEGFA  PLCG1  MAP2K2  PDGFRA  APP  SIGMAR1  ADAM17  WNT3A  CDK5  HCAR2  SRC  ITGA2B  TNK2  HDAC4  NOX4  P2RX7  ABL1  MAPK1  MAPK3  CSK  GSK3A  LIMK1  MAPK8  RPS6KB1  SLC6A4  P2RX3  CCND1  PTPN6  MAPK14  CNR1  GHSR  PIK3CA  NR4A1  KDR  ADORA2A  EPHB2  CDK4  AKT1  PIK3R1  DRD3  KIT  ATP1A1  SLC2A2  ABHD6  PRKCD  FABP5  ADCY1  GPER1  RELA  SPHK1  CDK5R1  RPS6KA3  GRB2  HTR1A  OXTR  F2R  PDE4B  DRD1  BACE1  LRRK2  TRPV1  LYN  FGFR2  CDC42BPA  FGFR3  MAP2K1"
1.84128976943293e-16,48,588,4.45784423554625,"GO:0044297 cell body "," http://amigo.geneontology.org/amigo/term/GO:0044297"," PSEN1  HSP90AA1  SLC6A2  PSEN2  LRRK2  MME  SLC2A3  AURKA  P2RX7  HDAC6  HSP90AB1  ABL1  P2RX3  SLC1A2  ITGA4  TACR1  EPHA4  HDAC1  MPL  PTK2B  ADORA2A  EPHB2  IGF1R  APP  PTPRF  ADCY10  SRD5A1  GLRA1  CYP17A1  DRD2  GABRA2  BRAF  ADORA1  CASP3  CDK5  RET  CDK5R1  CHRM2  GABRA5  BACE1  CNR2  TRPV1  SRC  NTRK1  TOP1  SRD5A2  INSR  GSK3A"
6.12777581412153e-15,156,4581,1.85962460906546,"GO:0005654 nucleoplasm "," http://amigo.geneontology.org/amigo/term/GO:0005654"," HDAC9  HDAC7  HDAC4  HDAC6  EP300  HDAC10  HDAC5  HDAC1  CCNT1  CCNH  HDAC8  HDAC11  HDAC3  RPS6KA3  HDAC2  LAP3  KDM1A  PIK3C2A  NR1H3  FLT4  EPHA3  MAPK9  PIK3CB  SPHK2  GLI2  MGLL  RARB  PSEN1  GSK3B  AKR1B1  AURKA  SLC9A1  JAK2  ABL1  PTK6  CSNK2A1  POLA1  CCNE1  AKT2  LIMK1  RPS6KB1  CCND1  GLI1  VDR  PTPN6  MAPK14  NR3C1  CSNK1A1  NFE2L2  SGK1  ABCG2  ESRRB  POLK  NR4A1  CDK2  GLO1  DUT  PARP2  TOP2A  RARA  PPARG  EPHB2  VHL  PDGFRA  MAP3K7  CDK4  MDM2  CDK9  PIM1  NEK1  ESR2  BRD4  AKT1  SAE1  NR1I3  RORC  CTSK  PARP1  NR1I2  CCNA2  CHEK1  THRB  NR3C2  ADAMTS4  HPGDS  CCKAR  FABP1  TERT  GPER1  CDK5  ILK  STAT6  PIP4K2C  DAPK3  FEN1  STAT3  IRS1  AR  CDK1  BCL2  RARG  ESRRA  TNKS  PTPN2  HSD11B2  CDK5R1  GRB2  AURKB  CLK3  CXCR2  CSF1R  CHEK2  GABRA5  PPARA  NCOR2  SRC  TOP1  SREBF2  CHUK  PRKDC  ITGB3  NR1H4  RORA  PGR  ESR1  PPARD  THRA  NR1H2  MCL1  DYRK1A  MTOR  NOS2  POLB  CSNK2A2  HSP90AA1  HSP90AB1  MAPK1  HMOX1  CDC25B  MAPK3  MAPK8  MAPK10  CAMKK2  CDK8  CCNB1  ERCC5  FOXO1  PRKCA  PRKCD  CDC25A  CASP3  FABP5  WEE1  PLK1  RELA  IKBKG"
6.12777581412153e-15,75,1440,2.84419749403341,"GO:0043005 neuron projection "," http://amigo.geneontology.org/amigo/term/GO:0043005"," GABRA1  INSRR  EPHA3  PTGS2  PSEN1  GSK3B  PTGS1  SLC6A2  GSK3A  LIMK1  SLC6A4  EPHA4  PTK2B  MCHR1  EPHB2  IGF1R  PSEN2  GLRA1  GABRA2  ADORA1  RET  GABRB3  CHRM1  INSR  CDK5R1  HTR1A  CHRM2  PTGDR2  GABRA5  LRRK2  EPHB4  NTRK1  GHSR  APP  HSP90AA1  AURKA  HDAC6  HSP90AB1  ABL1  RPS6KB1  P2RX3  SLC1A2  CAMKK2  ITGA4  TACR1  MPL  CNR1  ADORA2A  RARA  ADAM10  MAP3K12  PTPRF  ADCY10  SRD5A1  SIGMAR1  CYP17A1  DRD2  ITGB1  MERTK  DYRK1A  BRAF  ATP1A1  GPER1  CDK5  GRM5  PDE4B  DRD1  BACE1  CNR2  MME  TRPV1  SRC  MTOR  SRD5A2  MAPK8"
1.86147091960817e-14,24,150,8.73737470167064,"GO:1902911 protein kinase complex "," http://amigo.geneontology.org/amigo/term/GO:1902911"," INSRR  IKBKB  CCNE1  CCND1  CDK2  CCNT1  CCNB1  CCNH  IGF1R  CCNA2  CCNB2  INSR  CHUK  IKBKG  CDK4  CDK9  CDK1  CDK5  CDK5R1  MAP3K7  DAPK1  PRKDC  IRS1  ERN1"
6.20663013606016e-14,162,4973,1.77892456976504,"GO:0031981 nuclear lumen "," http://amigo.geneontology.org/amigo/term/GO:0031981"," HDAC9  HDAC7  HDAC4  HDAC6  EP300  HDAC10  POLA1  HDAC5  HDAC1  CCNT1  PARP2  CCNH  PARP1  HDAC8  HDAC11  HDAC3  RPS6KA3  HDAC2  TOP1  LAP3  KDM1A  PIK3C2A  NR1H3  FLT4  EPHA3  MAPK9  PIK3CB  SPHK2  RORA  GLI2  MGLL  RARB  PSEN1  GSK3B  AKR1B1  AURKA  SLC9A1  JAK2  ABL1  SCD  PTK6  CSNK2A1  CCNE1  AKT2  LIMK1  RPS6KB1  CCND1  GLI1  VDR  PTPN6  MAPK14  NR3C1  CSNK1A1  NFE2L2  SGK1  ABCG2  ESRRB  POLK  NR4A1  CDK2  GLO1  DUT  TOP2A  RARA  PPARG  CDK8  EPHB2  VHL  PDGFRA  ERCC5  MAP3K7  CDK4  MDM2  CDK9  PIM1  NEK1  ESR2  BRD4  AKT1  SAE1  NR1I3  RORC  CTSK  NR1I2  CCNA2  CHEK1  THRB  NR3C2  KIT  ADAMTS4  HPGDS  CCKAR  FABP1  TERT  GPER1  CDK5  ILK  WEE1  STAT6  PIP4K2C  DAPK3  FEN1  STAT3  IRS1  AR  CDK1  INSR  BCL2  RARG  ESRRA  TNKS  PTPN2  HSD11B2  CDK5R1  GRB2  AURKB  CLK3  CXCR2  CSF1R  CHEK2  GABRA5  PPARA  NCOR2  SRC  SREBF2  CHUK  PRKDC  ITGB3  NR1H4  PGR  NOX4  ESR1  HMOX1  CA9  PPARD  THRA  NR1H2  MCL1  DYRK1A  EIF4A1  PRKCD  PLK1  MTOR  NOS2  POLB  CSNK2A2  HSP90AA1  HSP90AB1  MAPK1  CDC25B  MAPK3  MAPK8  MAPK10  CAMKK2  CCNB1  FOXO1  PRKCA  CDC25A  CASP3  FABP5  RELA  IKBKG"
1.08114129230136e-13,33,332,5.42796244644449,"GO:0061695 transferase complex transferring phosphorus-containing groups "," http://amigo.geneontology.org/amigo/term/GO:0061695"," PIK3C2A  INSRR  PIK3CB  POLA1  IKBKB  CCNE1  PIK3CG  CCND1  PIK3CA  CDK2  CCNT1  CCNB1  CCNH  PIK3C2G  IGF1R  CCNA2  PIK3R1  CCNB2  TERT  INSR  PIK3CD  CHUK  IKBKG  CDK4  CDK9  CDK1  CDK5  CDK5R1  MAP3K7  DAPK1  PRKDC  IRS1  ERN1"
1.09108953279546e-13,111,2849,2.12760747605616,"GO:0031410 cytoplasmic vesicle "," http://amigo.geneontology.org/amigo/term/GO:0031410"," APP  BACE1  LRRK2  PIK3C2A  EPHA3  TNK2  FGFR3  CMA1  SLC5A1  VEGFA  CTSD  CDK2  AVPR2  KDR  CTSL  ADAM10  ERBB2  EGFR  GABRA2  MMP14  ACE  CCR5  CTSS  PRKCD  F2RL1  GPER1  RET  AVPR1A  CA4  SPHK1  GRB2  F2R  PTPN1  MME  SRC  DPP4  MTOR  ITGB3  BTK  NPC1L1  GABRA1  DAPK2  FGFR2  CSNK2A2  TYR  FGFR1  PSEN1  HSP90AA1  HSP90AB1  MAPK1  FLT1  MAPK3  AKT2  SLC6A4  LNPEP  PDGFRB  EPHA4  IL1B  PLA2G5  PSEN2  SIGMAR1  DRD2  ITGB1  DRD3  KIT  ATP1A1  ABHD6  SYK  GABRB3  PLA2G1B  INSR  DPP7  CLK3  PDE4B  PLA2G2A  NTRK1  SREBF2  TLR9  FGR  ITGA2B  SLC2A3  CTSA  ROCK1  HDAC6  JAK2  JAK3  IMPDH1  SERPINE1  PTPN6  MAPK14  MMP8  TTR  FLT3  MAP2K2  ACE2  AMPD3  CD36  MAP3K7  MDM2  PRCP  CTSK  WNT3A  JAK1  CXCR1  FABP5  ANPEP  MAP2K1  IMPDH2  CXCR2  CHRM2  LYN"
1.09108953279546e-13,111,2851,2.12611494187443,"GO:0097708 intracellular vesicle "," http://amigo.geneontology.org/amigo/term/GO:0097708"," APP  BACE1  LRRK2  PIK3C2A  EPHA3  TNK2  FGFR3  CMA1  SLC5A1  VEGFA  CTSD  CDK2  AVPR2  KDR  CTSL  ADAM10  ERBB2  EGFR  GABRA2  MMP14  ACE  CCR5  CTSS  PRKCD  F2RL1  GPER1  RET  AVPR1A  CA4  SPHK1  GRB2  F2R  PTPN1  MME  SRC  DPP4  MTOR  ITGB3  BTK  NPC1L1  GABRA1  DAPK2  FGFR2  CSNK2A2  TYR  FGFR1  PSEN1  HSP90AA1  HSP90AB1  MAPK1  FLT1  MAPK3  AKT2  SLC6A4  LNPEP  PDGFRB  EPHA4  IL1B  PLA2G5  PSEN2  SIGMAR1  DRD2  ITGB1  DRD3  KIT  ATP1A1  ABHD6  SYK  GABRB3  PLA2G1B  INSR  DPP7  CLK3  PDE4B  PLA2G2A  NTRK1  SREBF2  TLR9  FGR  ITGA2B  SLC2A3  CTSA  ROCK1  HDAC6  JAK2  JAK3  IMPDH1  SERPINE1  PTPN6  MAPK14  MMP8  TTR  FLT3  MAP2K2  ACE2  AMPD3  CD36  MAP3K7  MDM2  PRCP  CTSK  WNT3A  JAK1  CXCR1  FABP5  ANPEP  MAP2K1  IMPDH2  CXCR2  CHRM2  LYN"
1.25804919966462e-13,60,1050,3.12049096488237,"GO:0009986 cell surface "," http://amigo.geneontology.org/amigo/term/GO:0009986"," ITGA2B  MET  F3  ITGB1  AXL  ITGB3  PSEN1  FCER2  ITGA4  MPL  CD36  APP  PSEN2  CCR5  CXCR1  CCR1  CXCR2  FGFR2  TYRO3  SLC1A2  VEGFA  GHSR  ACE2  ADAM10  EGFR  ADAM17  ACE  CA4  PLA2G1B  F2  F2R  BACE1  DPP4  FGFR3  HSP90AA1  ACHE  P2RX7  SLC9A1  HSP90AB1  SLC6A2  RPS6KB1  PDGFRB  TACR1  EPHA4  KDR  EPHB2  PDGFRA  CTSK  GLRA1  WNT3A  MMP16  KIT  SHH  ANPEP  CSF1R  TRPV1  NTRK1  ABCG2  INSR  MME"
1.50712610491492e-13,46,653,3.8468533334308,"GO:0030425 dendrite "," http://amigo.geneontology.org/amigo/term/GO:0030425"," GABRA1  PSEN1  EPHA4  PTK2B  PSEN2  GABRA2  ADORA1  CHRM1  HTR1A  CHRM2  GABRA5  APP  LRRK2  HSP90AA1  HDAC6  HSP90AB1  ABL1  P2RX3  TACR1  ADORA2A  RARA  EPHB2  ADAM10  ADCY10  GLRA1  DRD2  ITGB1  DYRK1A  GPER1  CDK5  RET  GRM5  CDK5R1  PDE4B  DRD1  BACE1  CNR2  MME  TRPV1  SRC  NTRK1  MTOR  GSK3B  MAPK8  INSR  GSK3A"
1.61380881725469e-13,46,655,3.83510721638215,"GO:0097447 dendritic tree "," http://amigo.geneontology.org/amigo/term/GO:0097447"," GABRA1  PSEN1  EPHA4  PTK2B  PSEN2  GABRA2  ADORA1  CHRM1  HTR1A  CHRM2  GABRA5  APP  LRRK2  HSP90AA1  HDAC6  HSP90AB1  ABL1  P2RX3  TACR1  ADORA2A  RARA  EPHB2  ADAM10  ADCY10  GLRA1  DRD2  ITGB1  DYRK1A  GPER1  CDK5  RET  GRM5  CDK5R1  PDE4B  DRD1  BACE1  CNR2  MME  TRPV1  SRC  NTRK1  MTOR  GSK3B  MAPK8  INSR  GSK3A"
3.78183200929352e-13,35,395,4.83873598984925,"GO:0097060 synaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0097060"," SLC6A2  ADAM10  GLRA1  DRD2  GRM5  GRIK1  SLC1A2  GABRA1  PSEN1  DNM1  SLC6A4  P2RX3  EPHA4  CNR1  GHSR  ADORA2A  EPHB2  PSEN2  SIGMAR1  ITGB1  DRD3  GABRA2  ADORA1  ABHD6  ADCY1  GABRB3  CHRM1  CHRM2  DRD1  GABRA5  TRPV1  SRC  ITGB3  GPER1  F2R"
5.35289222718699e-13,23,160,7.84998508353222,"GO:0099699 integral component of synaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0099699"," DRD2  SLC1A2  PSEN1  SLC6A4  P2RX3  EPHA4  CNR1  GHSR  ADORA2A  EPHB2  PSEN2  ITGB1  DRD3  GABRA2  ADORA1  ABHD6  ADCY1  CHRM1  GRM5  CHRM2  DRD1  GABRA5  ITGB3"
2.50796648645431e-12,23,172,7.30231170561137,"GO:0099240 intrinsic component of synaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0099240"," DRD2  SLC1A2  PSEN1  SLC6A4  P2RX3  EPHA4  CNR1  GHSR  ADORA2A  EPHB2  PSEN2  ITGB1  DRD3  GABRA2  ADORA1  ABHD6  ADCY1  CHRM1  GRM5  CHRM2  DRD1  GABRA5  ITGB3"
4.23190465614182e-12,44,664,3.61864163096299,"GO:0098794 postsynapse "," http://amigo.geneontology.org/amigo/term/GO:0098794"," GABRA1  EPHA4  PTK2B  GLRA1  GABRA2  GRM5  GRIK1  GABRA5  APP  SIGMAR1  GSK3B  P2RX7  JAK2  GSK3A  SLC6A4  P2RX3  GHSR  ADORA2A  EPHB2  ADAM10  AKT1  DRD2  ITGB1  DRD3  ATP1A1  ADORA1  ABHD6  FABP5  ADCY1  GPER1  CDK5  GABRB3  CHRM1  CDK5R1  CHRM2  PDE4B  DRD1  LRRK2  TRPV1  SRC  LYN  ITGB3  F2R  ABL1"
6.17607656304675e-12,47,757,3.39049381587286,"GO:0098552 side of membrane "," http://amigo.geneontology.org/amigo/term/GO:0098552"," FGR  ITGA2B  TNK2  PTK6  FCER2  ITGA4  MPL  PTK2B  BLK  CCR5  CXCR1  CCR1  SYK  YES1  CXCR2  LCK  SRC  LYN  F3  MAP2K2  ACP1  ACE  G6PD  ALOX15  CA4  F2  LRRK2  PTPN1  P2RX7  KDR  PDGFRA  CD36  CTSK  GLRA1  ITGB1  KIT  ANPEP  CNR2  TRPV1  ITGB3  FKBP1A  IKBKB  ABCG2  INSR  CHUK  AKT1  CTSA"
8.49721155457376e-12,20,132,8.27402907355175,"GO:1902554 serine/threonine protein kinase complex "," http://amigo.geneontology.org/amigo/term/GO:1902554"," IKBKB  CCNE1  CCND1  CDK2  CCNT1  CCNB1  CCNH  CCNA2  CCNB2  CHUK  IKBKG  CDK4  CDK9  CDK1  CDK5  CDK5R1  MAP3K7  DAPK1  PRKDC  ERN1"
