"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
5.20093275382367e-50,168,2630,3.48830548926014,"GO:0043168 anion binding "," http://amigo.geneontology.org/amigo/term/GO:0043168"," KDM1A  NOS2  NR1H4  HSP90AA1  HSP90AB1  TUBB1  FABP3  FABP1  FABP5  FABP4  MAOA  AKR1C3  P2RX7  AKT1  BTK  DAPK2  MAP4K4  ABL1  SQLE  DMPK  AKT2  P2RX3  VDR  PPARD  PDE10A  HMGCR  PDE4D  RARA  ALOX5AP  GSTM1  PIM1  ADCY10  CDC42BPA  GLRA1  PTGES  KCNJ1  ACE  ALOX15  DAPK3  INSR  RELA  SPHK1  ERN1  LRRK2  MME  DAPK1  FGR  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  SRD5A1  EGFR  CHEK1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  HSD17B1  TOP1  PPARG  PLA2G1B  NOX4  SLC9A1"
1.65942928593243e-49,134,1662,4.40285879220768,"GO:0005524 ATP binding "," http://amigo.geneontology.org/amigo/term/GO:0005524"," HSP90AA1  HSP90AB1  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  DMPK  AKT2  P2RX3  PIM1  CDC42BPA  DAPK3  INSR  SPHK1  ERN1  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  LRRK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  TOP1"
2.32074219510218e-49,159,2381,3.64668883233314,"GO:0000166 nucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0000166"," KDM1A  NOS2  SOAT1  HSP90AA1  HSP90AB1  TUBB1  POLA1  SOAT2  MAOA  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  SQLE  DMPK  AKT2  HSD17B1  P2RX3  PDE10A  HMGCR  PDE4D  HSD11B1  PIM1  CDC42BPA  G6PD  DAPK3  INSR  SPHK1  IMPDH2  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  IMPDH1  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  PARP1  SRD5A1  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  HSD11B2  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1  ALDH2  DHCR7  NOX4"
2.32074219510218e-49,159,2382,3.64515789663527,"GO:1901265 nucleoside phosphate binding "," http://amigo.geneontology.org/amigo/term/GO:1901265"," KDM1A  NOS2  SOAT1  HSP90AA1  HSP90AB1  TUBB1  POLA1  SOAT2  MAOA  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  SQLE  DMPK  AKT2  HSD17B1  P2RX3  PDE10A  HMGCR  PDE4D  HSD11B1  PIM1  CDC42BPA  G6PD  DAPK3  INSR  SPHK1  IMPDH2  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  IMPDH1  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  PARP1  SRD5A1  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  HSD11B2  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1  ALDH2  DHCR7  NOX4"
1.00521331066097e-44,144,2120,3.70926284504886,"GO:0017076 purine nucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0017076"," SOAT1  HSP90AA1  HSP90AB1  TUBB1  POLA1  SOAT2  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  DMPK  AKT2  P2RX3  PDE10A  HMGCR  PDE4D  PIM1  CDC42BPA  DAPK3  INSR  SPHK1  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1"
1.11833937131837e-44,144,2123,3.70402130546565,"GO:0032553 ribonucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0032553"," NOS2  SOAT1  HSP90AA1  HSP90AB1  TUBB1  SOAT2  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  DMPK  AKT2  P2RX3  PDE10A  HMGCR  PDE4D  PIM1  CDC42BPA  DAPK3  INSR  SPHK1  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1"
2.1702227730034e-44,143,2106,3.70799080703615,"GO:0032555 purine ribonucleotide binding "," http://amigo.geneontology.org/amigo/term/GO:0032555"," SOAT1  HSP90AA1  HSP90AB1  TUBB1  SOAT2  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  DMPK  AKT2  P2RX3  PDE10A  HMGCR  PDE4D  PIM1  CDC42BPA  DAPK3  INSR  SPHK1  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1"
1.04836023662586e-43,155,2505,3.37897474740257,"GO:0097367 carbohydrate derivative binding "," http://amigo.geneontology.org/amigo/term/GO:0097367"," NOS2  SOAT1  HSP90AA1  HSP90AB1  TUBB1  SOAT2  P2RX7  AKT1  DAPK2  MAP4K4  FGFR1  ABL1  DMPK  AKT2  P2RX3  PDE10A  VEGFA  HMGCR  PDE4D  PIM1  CDC42BPA  DAPK3  ALK  INSR  SPHK1  ERN1  F2  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  IL2  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PDE5A  PIK3C2G  MAP3K12  IGF1R  ERBB2  APP  PTPRF  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  ADAMTS5  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  ADORA1  PRKCD  SHH  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  PDE4B  TOP1  CTSL  CTSK  CTSS"
4.10214108649293e-41,136,2034,3.6513119451426,"GO:0035639 purine ribonucleoside triphosphate binding "," http://amigo.geneontology.org/amigo/term/GO:0035639"," HSP90AA1  HSP90AB1  TUBB1  P2RX7  AKT1  DAPK2  MAP4K4  ABL1  DMPK  AKT2  P2RX3  PIM1  CDC42BPA  DAPK3  INSR  SPHK1  ERN1  LRRK2  DAPK1  FGR  BTK  PIK3C2A  INSRR  FLT4  EPHA3  MAPK9  PIK3CB  TNK2  SPHK2  MYLK  PRKCQ  FGFR2  ROCK1  FGFR3  CSNK2A2  TXK  ATP12A  ACACB  FGFR1  GSK3B  AURKA  TYRO3  JAK2  MAPK1  PTK6  CSNK2A1  FLT1  MAPK3  CSK  IKBKB  TYK2  JAK3  GSK3A  PIK3CG  MET  LIMK1  DNM1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  PDGFRB  EPHA4  SGK1  ABCG2  PTK2B  PIK3CA  FLT3  CDK2  COQ8B  MAP2K2  KDR  TOP2A  RAF1  CDK8  EPHB2  ROCK2  PDGFRA  MAP3K7  CDK4  BLK  CDK9  NEK1  KIF11  PIK3C2G  MAP3K12  IGF1R  ERBB2  ADCY10  EGFR  CHEK1  KCNJ1  PDK1  MERTK  PRKCA  KIT  DYRK1A  BRAF  EIF4A1  JAK1  ATP1A1  PRKCD  ADCY1  CDK5  SYK  RET  ILK  WEE1  PLK1  PIP4K2C  AXL  MAP2K1  CDK1  ALK  PRKCE  PIK3CD  EIF2AK3  YES1  RPS6KA3  AURKB  CLK3  CSF1R  LCK  CHEK2  EPHB4  TRPV1  SRC  PIM3  NTRK1  MTOR  CHUK  PRKDC  LYN  TOP1"
1.22341292153395e-40,142,2237,3.46643721400657,"GO:0019899 enzyme binding "," http://amigo.geneontology.org/amigo/term/GO:0019899"," PDE4D  CDK5R1  HDAC9  PGR  SLC9A1  ESR1  JAK2  HDAC10  CASP9  ERCC5  ERBB2  BRD4  PRKCA  PRKCD  DAPK3  AR  PRKCE  BCL2  ITGB3  FGR  GCLM  ROCK1  HDAC4  HSP90AA1  NOX4  AURKA  HSP90AB1  ABL1  MAPK1  HMOX1  CSK  CCNE1  GSK3A  DNM1  RPS6KB1  SLC6A4  CCND1  NR3C1  PTK2B  CCNT1  TOP2A  RARA  RAF1  PPARG  ALOX5AP  ROCK2  CDK9  ADAM10  AKT1  ADCY10  PARP1  CCNA2  FOXO1  KIT  CASP3  CDK5  SYK  STAT3  GRM5  RELA  RPS6KA3  GRB2  CSF1R  PPARA  LRRK2  PTPN1  HDAC2  SRC  NTRK1  PRKDC  LYN  KDM1A  BTK  NPC1L1  FLT4  HDAC7  TNK2  POLB  PTGS2  PSEN1  GSK3B  HDAC6  CDC25B  POLA1  MAPK3  IKBKB  GYS1  JAK3  MET  SERPINE1  MAPK8  TNKS2  HDAC5  PTPN6  MAPK14  PDGFRB  EPHA4  HDAC1  F3  PLCG1  ADORA2A  NR1H2  CCNB1  VHL  GSTM1  MAP3K7  MDM2  KIF11  MAP3K12  ESR2  APP  SAE1  PIK3R1  EGFR  ITGB1  THRB  ADAMTS4  ACE  JAK1  CDC25A  CYP2C19  ILK  PLK1  STAT6  HDAC3  EIF2AK3  PTPN2  YES1  SPHK1  ERN1  AURKB  LCK  CHEK2  BACE1  NCOR2  DPP4  IKBKG  ESRRB  IRS1  SPHK2  BCHE  AVPR1A"
3.75654273707069e-40,69,471,7.99998479850417,"GO:0004674 protein serine/threonine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004674"," PRKCQ  AURKA  IKBKB  CSNK1A1  MAP3K7  AKT1  PRKCA  PRKCD  PLK1  AURKB  LRRK2  MTOR  DAPK2  MAPK9  MYLK  ROCK1  CSNK2A2  MAP4K4  GSK3B  MAPK1  CSNK2A1  MAPK3  DMPK  AKT2  GSK3A  LIMK1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  SGK1  CDK2  RAF1  CDK8  ROCK2  CDK4  CDK9  PIM1  NEK1  MAP3K12  CDC42BPA  CHEK1  DYRK1A  BRAF  CDK5  DAPK3  CDK1  PRKCE  EIF2AK3  RPS6KA3  ERN1  CHEK2  DAPK1  PIM3  CHUK  PRKDC  SYK  ILK  TNK2  PIK3CG  PTK2B  PIK3CA  MAP2K2  MAP2K1  CLK3  BRD4  TOP1  EGFR"
2.44729209981891e-39,150,2553,3.20849541042547,"GO:0016740 transferase activity "," http://amigo.geneontology.org/amigo/term/GO:0016740"," FGR  BTK  PRKCQ  HDAC4  AURKA  JAK2  ABL1  EP300  PTK6  IKBKB  GYS1  TYK2  CSNK1A1  KDR  MAP3K7  MDM2  AKT1  PDK1  PRKCA  JAK1  PRKCD  SYK  PLK1  AXL  YES1  AURKB  LCK  LRRK2  SRC  MTOR  LYN  PIK3C2A  INSRR  DAPK2  FLT4  EPHA3  MAPK9  PIK3CB  SOAT1  TNK2  SPHK2  MYLK  FGFR2  ROCK1  FGFR3  POLB  CSNK2A2  MAP4K4  TXK  FGFR1  GSK3B  TYRO3  MAPK1  CSNK2A1  POLA1  FLT1  MAPK3  CSK  DMPK  AKT2  JAK3  GSK3A  PIK3CG  MET  LIMK1  MAPK8  TNKS2  RPS6KB1  MAPK10  CAMKK2  MAPK14  PDGFRB  EPHA4  GNPAT  SGK1  PTK2B  PIK3CA  POLK  FLT3  CDK2  COQ8B  MAP2K2  MGAT3  PARP2  RAF1  CDK8  ALOX5AP  EPHB2  GSTM1  ROCK2  PDGFRA  CDK4  BLK  CDK9  PIM1  NEK1  PIK3C2G  MAP3K12  IGF1R  ERBB2  CDC42BPA  PARP1  EGFR  UGCG  CHEK1  MERTK  KIT  DYRK1A  BRAF  HPGDS  TERT  CDK5  RET  WEE1  PIP4K2C  DAPK3  SOAT2  MAP2K1  CDK1  ALK  INSR  PRKCE  PIK3CD  EIF2AK3  TNKS  SPHK1  RPS6KA3  ERN1  CLK3  CSF1R  CHEK2  EPHB4  DAPK1  PIM3  NTRK1  CHUK  PRKDC  PTGES  ILK  UGT2B7  GBA2  CCNE1  CCND1  PIK3R1  CDK5R1  IKBKG  BRD4  TOP1  HDAC7  VHL"
4.72160184586096e-39,62,376,9.00460823642919,"GO:0106310 protein serine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0106310"," PIK3CB  PIK3CG  PRKCD  DAPK2  MAPK9  TNK2  PRKCQ  ROCK1  CSNK2A2  MAP4K4  GSK3B  AURKA  MAPK1  CSNK2A1  MAPK3  IKBKB  DMPK  AKT2  GSK3A  LIMK1  MAPK8  RPS6KB1  MAPK10  CAMKK2  MAPK14  CSNK1A1  SGK1  PIK3CA  CDK2  MAP2K2  RAF1  CDK8  ROCK2  MAP3K7  CDK4  CDK9  PIM1  NEK1  MAP3K12  AKT1  CDC42BPA  CHEK1  PRKCA  DYRK1A  BRAF  CDK5  PLK1  DAPK3  MAP2K1  CDK1  PRKCE  EIF2AK3  RPS6KA3  ERN1  AURKB  CLK3  CHEK2  LRRK2  DAPK1  PIM3  MTOR  PRKDC"
1.02530884654382e-28,26,57,24.9091822635347,"GO:0004879 nuclear receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0004879"," NR1H4  NR1H3  RORA  RARB  PGR  ESR1  VDR  PPARD  NR3C1  ESRRB  THRA  NR1H2  RARA  PPARG  ESR2  NR1I3  RORC  NR1I2  THRB  NR3C2  AR  RARG  ESRRA  PPARA  STAT3  NR4A1"
1.02530884654382e-28,26,57,24.9091822635347,"GO:0098531 ligand-activated transcription factor activity "," http://amigo.geneontology.org/amigo/term/GO:0098531"," NR1H4  NR1H3  RORA  RARB  PGR  ESR1  VDR  PPARD  NR3C1  ESRRB  THRA  NR1H2  RARA  PPARG  ESR2  NR1I3  RORC  NR1I2  THRB  NR3C2  AR  RARG  ESRRA  PPARA  STAT3  NR4A1"
1.59616158725533e-28,113,1908,3.2341566473034,"GO:0038023 signaling receptor activity "," http://amigo.geneontology.org/amigo/term/GO:0038023"," NR1H4  GABRA1  NR1H3  INSRR  FLT4  EPHA3  PTGER3  FGFR2  FGFR3  RORA  RARB  FGFR1  PGR  ESR1  TYRO3  FLT1  MET  VDR  PPARD  NR3C1  PDGFRB  TACR1  EPHA4  MPL  F3  CNR1  ESRRB  GHSR  FLT3  PTGFR  PTGER2  THRA  AVPR2  KDR  ADORA2A  MCHR1  NR1H2  RARA  PPARG  EPHB2  PDGFRA  GPR55  ESR2  IGF1R  ERBB2  NR1I3  RORC  NR1I2  AGTR1  GLRA1  EGFR  DRD2  THRB  DRD3  NR3C2  GABRA2  MERTK  KIT  CCR5  PTGER1  CCKAR  CXCR1  ADORA1  CCR1  F2RL1  GPER1  RET  AVPR1A  GABRB3  AXL  PTGDR  CHRM1  GRM5  AR  ALK  INSR  GRIK1  PTGER4  RARG  ESRRA  HTR1A  CXCR2  OXTR  CHRM2  F2R  CSF1R  PTGDR2  DRD1  GABRA5  PPARA  CNR2  EPHB4  NTRK1  TLR9  P2RX7  P2RX3  PTPN6  STAT3  F2  TSPO  PTK2B  NR4A1  CD36  SIGMAR1  ITGB1  HCAR2  TRPV1  SPHK2  SPHK1  ITGA4  PTPRF  ANPEP  ITGB3"
1.59616158725533e-28,113,1908,3.2341566473034,"GO:0060089 molecular transducer activity "," http://amigo.geneontology.org/amigo/term/GO:0060089"," NR1H4  GABRA1  NR1H3  INSRR  FLT4  EPHA3  PTGER3  FGFR2  FGFR3  RORA  RARB  FGFR1  PGR  ESR1  TYRO3  FLT1  MET  VDR  PPARD  NR3C1  PDGFRB  TACR1  EPHA4  MPL  F3  CNR1  ESRRB  GHSR  FLT3  PTGFR  PTGER2  THRA  AVPR2  KDR  ADORA2A  MCHR1  NR1H2  RARA  PPARG  EPHB2  PDGFRA  GPR55  ESR2  IGF1R  ERBB2  NR1I3  RORC  NR1I2  AGTR1  GLRA1  EGFR  DRD2  THRB  DRD3  NR3C2  GABRA2  MERTK  KIT  CCR5  PTGER1  CCKAR  CXCR1  ADORA1  CCR1  F2RL1  GPER1  RET  AVPR1A  GABRB3  AXL  PTGDR  CHRM1  GRM5  AR  ALK  INSR  GRIK1  PTGER4  RARG  ESRRA  HTR1A  CXCR2  OXTR  CHRM2  F2R  CSF1R  PTGDR2  DRD1  GABRA5  PPARA  CNR2  EPHB4  NTRK1  TLR9  P2RX7  P2RX3  PTPN6  STAT3  F2  TSPO  PTK2B  NR4A1  CD36  SIGMAR1  ITGB1  HCAR2  TRPV1  SPHK2  SPHK1  ITGA4  PTPRF  ANPEP  ITGB3"
1.92082574844073e-27,27,70,21.063314012956,"GO:0004714 transmembrane receptor protein tyrosine kinase activity "," http://amigo.geneontology.org/amigo/term/GO:0004714"," INSRR  FLT4  EPHA3  FGFR2  FGFR3  FGFR1  TYRO3  FLT1  MET  PDGFRB  EPHA4  FLT3  KDR  EPHB2  PDGFRA  IGF1R  ERBB2  EGFR  MERTK  KIT  RET  AXL  ALK  INSR  CSF1R  EPHB4  NTRK1"
2.33547600796678e-25,66,739,4.87708669071602,"GO:0019901 protein kinase binding "," http://amigo.geneontology.org/amigo/term/GO:0019901"," CDK5R1  JAK2  CASP9  FGR  HDAC4  NOX4  HSP90AB1  ABL1  CSK  CCNE1  GSK3A  DNM1  CCND1  NR3C1  PTK2B  CCNT1  CDK9  ADAM10  AKT1  CCNA2  CDK5  SYK  STAT3  GRM5  RELA  RPS6KA3  GRB2  SRC  ITGB3  HDAC9  HDAC7  HSP90AA1  GSK3B  AURKA  ESR1  CDC25B  POLA1  IKBKB  GYS1  MAPK8  HDAC5  PTPN6  MAPK14  PDGFRB  EPHA4  PLCG1  TOP2A  RARA  CCNB1  MAP3K7  KIF11  MAP3K12  PARP1  ITGB1  ACE  PRKCD  CDC25A  ILK  PLK1  PTPN2  LCK  CHEK2  PTPN1  PIK3R1  IRS1  AVPR1A"
6.21249727580238e-25,69,824,4.57280684477605,"GO:0019900 kinase binding "," http://amigo.geneontology.org/amigo/term/GO:0019900"," CDK5R1  JAK2  CASP9  FGR  HDAC4  NOX4  HSP90AB1  ABL1  CSK  CCNE1  GSK3A  DNM1  CCND1  NR3C1  PTK2B  CCNT1  CDK9  ADAM10  AKT1  CCNA2  CDK5  SYK  STAT3  GRM5  RELA  RPS6KA3  GRB2  SRC  NTRK1  ITGB3  HDAC9  HDAC7  HSP90AA1  GSK3B  AURKA  ESR1  CDC25B  POLA1  IKBKB  GYS1  MAPK8  HDAC5  PTPN6  MAPK14  PDGFRB  EPHA4  PLCG1  TOP2A  RARA  CCNB1  MAP3K7  KIF11  MAP3K12  PARP1  EGFR  ITGB1  ACE  PRKCD  CDC25A  ILK  PLK1  PTPN2  AURKB  LCK  CHEK2  PTPN1  PIK3R1  IRS1  AVPR1A"
